id,funded_amount,loan_amount,activity,sector,use,country_code,country,region,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,borrower_genders,repayment_interval,date
657919,450.0,450.0,Fruits & Vegetables,Food,to buy more bananas and sorghum to sell.,RW,Rwanda,,RWF,161.0,2014-01-16 08:49:52+00:00,2013-12-24 08:00:00+00:00,2014-01-16 23:03:51+00:00,6.0,15,"volunteer_pick, volunteer_like",female,irregular,2014-01-16
658063,3750.0,3750.0,Clothing Sales,Clothing,to buy more clothes to sell.,RW,Rwanda,,RWF,161.0,2014-01-16 13:35:26+00:00,2013-12-19 08:00:00+00:00,2014-01-17 08:07:17+00:00,6.0,24,,"female, female, female, female, female, female, female, female, female, female, female, female, female, male, female, male, female, male, female, female, female, female, female, female, female, female, female, female, female, female, female",irregular,2014-01-16
658055,3375.0,3375.0,Animal Sales,Agriculture,To buy more goats to sell.,RW,Rwanda,,RWF,161.0,2014-01-16 13:05:35+00:00,2013-12-18 08:00:00+00:00,2014-01-18 09:21:28+00:00,6.0,20,,"female, female, female, female, female, female, female, female, female, female, female, male, female, female, female, female, female, female, female, female, female, female, female, female, male, female",irregular,2014-01-16
657968,450.0,450.0,Construction Supplies,Construction,"to buy more construction materials such as iron sheets, cements and painting for sale.",RW,Rwanda,,RWF,161.0,2014-01-16 10:01:32+00:00,2013-12-24 08:00:00+00:00,2014-01-17 03:36:03+00:00,6.0,17,volunteer_pick,female,irregular,2014-01-16
657932,1200.0,1200.0,Animal Sales,Agriculture,to buy more goats and cattle for resale.,RW,Rwanda,,RWF,161.0,2014-01-16 09:10:55+00:00,2013-12-24 08:00:00+00:00,2014-01-17 04:55:05+00:00,6.0,19,"volunteer_like, volunteer_pick, #Animals, #Interesting Photo, #Parent, user_favorite",male,irregular,2014-01-16
657924,450.0,450.0,Fruits & Vegetables,Food,to buy more bananas and beans to resell.,RW,Rwanda,,RWF,161.0,2014-01-16 09:03:37+00:00,2013-12-24 08:00:00+00:00,2014-01-16 22:19:48+00:00,6.0,11,,female,irregular,2014-01-16
657948,450.0,450.0,Personal Expenses,Personal Use,to buy more food for the family and make more savings,RW,Rwanda,,RWF,161.0,2014-01-16 09:36:05+00:00,2013-12-24 08:00:00+00:00,2014-01-18 11:46:16+00:00,6.0,14,,female,irregular,2014-01-16
658658,450.0,450.0,Food Production/Sales,Food,"To buy more carrots, eggplants and potatoes to sell.",RW,Rwanda,,RWF,161.0,2014-01-17 14:34:35+00:00,2013-12-18 08:00:00+00:00,2014-01-18 10:46:05+00:00,6.0,3,,female,irregular,2014-01-17
658685,450.0,450.0,Food Market,Food,"to buy more rice, salt and cooking oil for sale.",RW,Rwanda,,RWF,161.0,2014-01-17 15:34:10+00:00,2013-12-18 08:00:00+00:00,2014-01-18 11:58:45+00:00,6.0,3,,female,irregular,2014-01-17
658688,1050.0,1050.0,Food Market,Food,To purchase additional bananas for sale.,RW,Rwanda,,RWF,161.0,2014-01-17 15:39:35+00:00,2013-12-18 08:00:00+00:00,2014-01-18 12:31:36+00:00,6.0,7,,female,irregular,2014-01-17
658638,600.0,600.0,Timber Sales,Construction,To buy more timber to sell.,RW,Rwanda,,RWF,161.0,2014-01-17 13:46:50+00:00,2013-12-18 08:00:00+00:00,2014-01-18 10:16:52+00:00,6.0,3,,female,irregular,2014-01-17
658691,1050.0,1050.0,Food Market,Food,To purchase additional bananas for re-sale.,RW,Rwanda,,RWF,161.0,2014-01-17 15:46:21+00:00,2013-12-18 08:00:00+00:00,2014-01-18 12:40:50+00:00,6.0,5,,female,irregular,2014-01-17
658648,450.0,450.0,Clothing Sales,Clothing,To buy more clothes for sale.,RW,Rwanda,,RWF,161.0,2014-01-17 14:14:35+00:00,2013-12-18 08:00:00+00:00,2014-01-18 14:21:30+00:00,14.0,16,,female,monthly,2014-01-17
658675,450.0,450.0,Food Market,Food,to buy more bananas for use in making alcohol to sell.,RW,Rwanda,,RWF,161.0,2014-01-17 15:19:50+00:00,2013-12-18 08:00:00+00:00,2014-01-19 04:27:46+00:00,6.0,2,,female,irregular,2014-01-17
658634,525.0,525.0,Food Production/Sales,Food,"To buy more peanuts, beans and sorghum to sell.",RW,Rwanda,,RWF,161.0,2014-01-17 13:36:42+00:00,2013-12-18 08:00:00+00:00,2014-01-18 10:27:48+00:00,6.0,3,,female,irregular,2014-01-17
658669,525.0,525.0,Food Market,Food,"To buy more cooking oils, meat and tomatoes to sell.",RW,Rwanda,,RWF,161.0,2014-01-17 15:10:25+00:00,2013-12-18 08:00:00+00:00,2014-01-18 10:16:22+00:00,6.0,3,,female,irregular,2014-01-17
659799,525.0,525.0,Food Market,Food,To buy more beans and potatoes for resale.,RW,Rwanda,,RWF,161.0,2014-01-21 08:32:12+00:00,2013-12-23 08:00:00+00:00,2014-01-21 17:15:59+00:00,6.0,2,,female,irregular,2014-01-21
659762,900.0,900.0,Food Market,Food,to buy more maize flour to sell.,RW,Rwanda,,RWF,161.0,2014-01-21 07:40:10+00:00,2013-12-23 08:00:00+00:00,2014-01-21 16:21:43+00:00,6.0,3,,female,irregular,2014-01-21
659856,900.0,900.0,Food Market,Food,To buy more cakes for sale,RW,Rwanda,,RWF,161.0,2014-01-21 09:38:05+00:00,2013-12-23 08:00:00+00:00,2014-01-21 19:18:28+00:00,6.0,2,,male,irregular,2014-01-21
659789,450.0,450.0,Quarrying,Construction,to buy more quarries for use in construction.,RW,Rwanda,,RWF,161.0,2014-01-21 08:22:41+00:00,2013-12-23 08:00:00+00:00,2014-01-21 17:15:59+00:00,6.0,2,,female,irregular,2014-01-21
659921,900.0,900.0,Fruits & Vegetables,Food,"To buy fruit, beans and sorghum to sell",RW,Rwanda,,RWF,161.0,2014-01-21 11:38:10+00:00,2013-12-23 08:00:00+00:00,2014-01-22 02:00:47+00:00,8.0,32,user_favorite,female,irregular,2014-01-21
659842,600.0,600.0,Bricks,Construction,to buy sand to make more bricks for sale.,RW,Rwanda,,RWF,161.0,2014-01-21 09:15:46+00:00,2013-12-23 08:00:00+00:00,2014-01-25 06:00:08+00:00,6.0,3,,female,irregular,2014-01-21
659814,900.0,900.0,Food,Food,to buy cooking oil and beans to re-sell.,RW,Rwanda,,RWF,161.0,2014-01-21 08:45:52+00:00,2013-12-23 08:00:00+00:00,2014-01-21 17:48:38+00:00,6.0,3,,female,irregular,2014-01-21
659878,900.0,900.0,Food Production/Sales,Food,To buy more beans and rice for sale.,RW,Rwanda,,RWF,161.0,2014-01-21 10:07:18+00:00,2013-12-23 08:00:00+00:00,2014-01-22 13:19:42+00:00,8.0,23,"#Vegan, #Woman Owned Biz, #Fabrics",female,irregular,2014-01-21
659958,750.0,750.0,Milk Sales,Food,To buy more liters of milk for sale.,RW,Rwanda,,RWF,161.0,2014-01-21 12:45:31+00:00,2013-12-23 08:00:00+00:00,2014-01-22 15:16:01+00:00,8.0,27,#Woman Owned Biz,female,irregular,2014-01-21
659869,750.0,750.0,Food Market,Food,"To buy more cooking oil,potatoes and beans for sale.",RW,Rwanda,,RWF,161.0,2014-01-21 09:55:09+00:00,2013-12-23 08:00:00+00:00,2014-01-22 13:08:57+00:00,8.0,26,"#Vegan, #Woman Owned Biz, #Parent",female,irregular,2014-01-21
659808,1050.0,1050.0,Milk Sales,Food,To buy more milk for resale.,RW,Rwanda,,RWF,161.0,2014-01-21 08:40:22+00:00,2013-12-23 08:00:00+00:00,2014-01-21 17:48:37+00:00,6.0,3,,female,irregular,2014-01-21
659830,750.0,750.0,Food Stall,Food,To buy more cakes and sodas for resale.,RW,Rwanda,,RWF,161.0,2014-01-21 09:01:54+00:00,2013-12-23 08:00:00+00:00,2014-01-21 17:53:26+00:00,6.0,2,,female,irregular,2014-01-21
659964,750.0,750.0,Food Market,Food,To buy more potatoes and rice for sale.,RW,Rwanda,,RWF,161.0,2014-01-21 13:04:52+00:00,2013-12-23 08:00:00+00:00,2014-01-22 14:26:56+00:00,8.0,29,"#Parent, #Vegan, #Woman Owned Biz",female,irregular,2014-01-21
659778,525.0,525.0,Pub,Food,to buy more beer to sell.,RW,Rwanda,,RWF,161.0,2014-01-21 08:04:28+00:00,2013-12-23 08:00:00+00:00,2014-01-21 16:13:53+00:00,6.0,2,volunteer_like,female,irregular,2014-01-21
659962,750.0,750.0,General Store,Retail,To buy more soaps and beans for sale.,RW,Rwanda,,RWF,161.0,2014-01-21 12:56:52+00:00,2013-12-23 08:00:00+00:00,2014-01-22 14:49:28+00:00,8.0,28,"#Woman Owned Biz, #Parent, #Biz Durable Asset",female,irregular,2014-01-21
659838,450.0,450.0,Food Stall,Food,"To buy more cooking oil, rice and eggs to sale.",RW,Rwanda,,RWF,161.0,2014-01-21 09:07:38+00:00,2013-12-23 08:00:00+00:00,2014-01-21 18:18:52+00:00,6.0,2,,female,irregular,2014-01-21
659957,450.0,450.0,Food Market,Food,To buy more beans and cooking oil to sale.,RW,Rwanda,,RWF,161.0,2014-01-21 12:38:22+00:00,2013-12-23 08:00:00+00:00,2014-01-22 05:51:50+00:00,8.0,18,user_favorite,female,irregular,2014-01-21
659933,450.0,450.0,Shoe Sales,Retail,To buy more shoes to sell.,RW,Rwanda,,RWF,161.0,2014-01-21 12:03:20+00:00,2013-12-23 08:00:00+00:00,2014-01-22 14:31:40+00:00,8.0,16,,female,irregular,2014-01-21
660536,500.0,500.0,Fruits & Vegetables,Food,to buy more onions and tomatoes for sale.,RW,Rwanda,,RWF,161.0,2014-01-22 14:31:30+00:00,2013-12-23 08:00:00+00:00,2014-01-22 23:15:16+00:00,6.0,2,,female,irregular,2014-01-22
660558,450.0,450.0,Food Market,Food,To buy more peanuts for sale.,RW,Rwanda,,RWF,161.0,2014-01-22 15:08:40+00:00,2013-12-23 08:00:00+00:00,2014-01-23 00:15:10+00:00,6.0,2,user_favorite,female,irregular,2014-01-22
660542,450.0,450.0,Food Market,Food,"To buy more bananas, cassava, and soft drinks for sale.",RW,Rwanda,,RWF,161.0,2014-01-22 14:39:59+00:00,2013-12-23 08:00:00+00:00,2014-01-22 23:17:23+00:00,6.0,2,,female,irregular,2014-01-22
660555,600.0,600.0,General Store,Retail,to buy more sugar and soap to sell.,RW,Rwanda,,RWF,161.0,2014-01-22 14:54:49+00:00,2013-12-23 08:00:00+00:00,2014-01-23 00:15:10+00:00,6.0,2,,female,irregular,2014-01-22
661046,600.0,600.0,Food Market,Food,"To buy more potatoes, rice and goats to resell.",RW,Rwanda,,RWF,161.0,2014-01-23 14:18:23+00:00,2013-12-24 08:00:00+00:00,2014-01-24 14:32:40+00:00,6.0,2,,male,irregular,2014-01-23
661049,450.0,450.0,General Store,Retail,"To buy more batteries, biscuits and cooking oil to sell.",RW,Rwanda,,RWF,161.0,2014-01-23 14:25:00+00:00,2013-12-24 08:00:00+00:00,2014-01-24 15:08:23+00:00,6.0,3,,female,irregular,2014-01-23
661008,525.0,525.0,Food Market,Food,To buy more pineapples and vegetables for sale.,RW,Rwanda,,RWF,161.0,2014-01-23 12:52:41+00:00,2013-12-24 08:00:00+00:00,2014-01-24 03:27:39+00:00,6.0,2,,female,irregular,2014-01-23
661042,750.0,750.0,Livestock,Agriculture,to buy cows to resell,RW,Rwanda,,RWF,161.0,2014-01-23 14:09:49+00:00,2013-12-24 08:00:00+00:00,2014-01-24 14:18:06+00:00,6.0,3,,female,irregular,2014-01-23
661017,750.0,750.0,Food Market,Food,"To buy  more foodstuffs to sell, such as sorghum and beer",RW,Rwanda,,RWF,161.0,2014-01-23 13:23:12+00:00,2013-12-24 08:00:00+00:00,2014-01-24 04:00:31+00:00,6.0,3,,female,irregular,2014-01-23
661029,450.0,450.0,General Store,Retail,"to buy more maize flour, plastic cups and sandals to sell.",RW,Rwanda,,RWF,161.0,2014-01-23 13:43:15+00:00,2013-12-24 08:00:00+00:00,2014-01-24 14:15:39+00:00,6.0,2,"volunteer_pick, volunteer_like",female,irregular,2014-01-23
661010,600.0,600.0,Food Market,Food,To buy more sweet potatoes and beans for sale.,RW,Rwanda,,RWF,161.0,2014-01-23 13:00:27+00:00,2013-12-24 08:00:00+00:00,2014-01-24 03:18:12+00:00,6.0,2,,female,irregular,2014-01-23
661035,750.0,750.0,Food,Food,"To buy more beans, maize and sorghum to sell.",RW,Rwanda,,RWF,161.0,2014-01-23 13:55:42+00:00,2013-12-24 08:00:00+00:00,2014-01-24 13:12:22+00:00,6.0,3,,female,irregular,2014-01-23
661039,600.0,600.0,General Store,Retail,"To buy more more juices, soaps, and cooking oil to sell.",RW,Rwanda,,RWF,161.0,2014-01-23 14:02:09+00:00,2013-12-24 08:00:00+00:00,2014-01-24 13:12:22+00:00,6.0,3,,female,irregular,2014-01-23
661011,450.0,450.0,Food Market,Food,"to buy more juice, cooking oil and biscuits for resale.",RW,Rwanda,,RWF,161.0,2014-01-23 13:09:18+00:00,2013-12-24 08:00:00+00:00,2014-01-24 03:31:26+00:00,6.0,2,,female,irregular,2014-01-23
661540,450.0,450.0,General Store,Retail,"to buy more salts, soaps and drinks to sell",RW,Rwanda,,RWF,161.0,2014-01-24 13:54:08+00:00,2013-12-27 08:00:00+00:00,2014-01-25 16:20:04+00:00,6.0,5,,female,irregular,2014-01-24
661581,450.0,450.0,General Store,Retail,"To buy more soaps, cooking oil and lotions for sale.",RW,Rwanda,,RWF,161.0,2014-01-24 15:31:38+00:00,2013-12-27 08:00:00+00:00,2014-01-25 17:03:04+00:00,6.0,7,,female,irregular,2014-01-24
661525,450.0,450.0,Butcher Shop,Food,to buy more meat to sell.,RW,Rwanda,,RWF,161.0,2014-01-24 13:14:54+00:00,2013-12-27 08:00:00+00:00,2014-01-25 11:50:14+00:00,6.0,4,,male,irregular,2014-01-24
661568,525.0,525.0,General Store,Retail,to buy more beans and maize for sale.,RW,Rwanda,,RWF,161.0,2014-01-24 15:08:44+00:00,2013-12-27 08:00:00+00:00,2014-01-25 17:03:04+00:00,6.0,4,,female,irregular,2014-01-24
661546,600.0,600.0,Food Market,Food,"To buy more potatoes, beans and cassava for sale.",RW,Rwanda,,RWF,161.0,2014-01-24 14:13:41+00:00,2013-12-27 08:00:00+00:00,2014-01-25 15:35:19+00:00,6.0,5,,male,irregular,2014-01-24
661572,525.0,525.0,Food Market,Food,to buy more beans and sorghum for resale.,RW,Rwanda,,RWF,161.0,2014-01-24 15:15:21+00:00,2013-12-27 08:00:00+00:00,2014-01-25 17:03:04+00:00,6.0,1,volunteer_pick,female,irregular,2014-01-24
661537,600.0,600.0,Grocery Store,Food,"to buy more salt, cooking oil and soaps for sale",RW,Rwanda,,RWF,161.0,2014-01-24 13:45:40+00:00,2013-12-27 08:00:00+00:00,2014-01-25 15:31:32+00:00,6.0,4,,female,irregular,2014-01-24
661542,450.0,450.0,Food Market,Food,"To buy more beans, maize and sorghum for sale.",RW,Rwanda,,RWF,161.0,2014-01-24 14:00:49+00:00,2013-12-27 08:00:00+00:00,2014-01-25 14:46:52+00:00,6.0,3,,female,irregular,2014-01-24
661534,600.0,600.0,Animal Sales,Agriculture,"to buy more livestock, especailly cows for sale.",RW,Rwanda,,RWF,161.0,2014-01-24 13:40:36+00:00,2013-12-27 08:00:00+00:00,2014-01-25 15:29:45+00:00,6.0,6,,male,irregular,2014-01-24
661583,450.0,450.0,General Store,Retail,"To buy more cooking oil, sugar, and jugs for resale.",RW,Rwanda,,RWF,161.0,2014-01-24 15:38:49+00:00,2013-12-27 08:00:00+00:00,2014-01-25 17:03:04+00:00,6.0,3,,female,irregular,2014-01-24
661578,600.0,600.0,Food Market,Food,"To buy more beans, sorghum and maize for sale.",RW,Rwanda,,RWF,161.0,2014-01-24 15:27:34+00:00,2013-12-27 08:00:00+00:00,2014-01-25 17:03:04+00:00,6.0,9,,female,irregular,2014-01-24
661559,450.0,450.0,Food Market,Food,To buy more maize beans for sale.,RW,Rwanda,,RWF,161.0,2014-01-24 14:41:29+00:00,2013-12-27 08:00:00+00:00,2014-01-25 17:03:04+00:00,6.0,4,,female,irregular,2014-01-24
662382,900.0,900.0,Food Stall,Food,"to  buy fresh milk, sodas and mineral water to  sell.",RW,Rwanda,,RWF,161.0,2014-01-27 13:56:50+00:00,2014-01-09 08:00:00+00:00,2014-01-28 03:33:31+00:00,6.0,28,,female,irregular,2014-01-27
662404,450.0,450.0,Clothing Sales,Clothing,To buy more clothes for sale.,RW,Rwanda,,RWF,161.0,2014-01-27 14:43:16+00:00,2014-01-09 08:00:00+00:00,2014-01-28 04:40:35+00:00,6.0,15,,female,irregular,2014-01-27
662393,750.0,750.0,General Store,Retail,"To buy more soap, utensils and jerrycans to sell.",RW,Rwanda,,RWF,161.0,2014-01-27 14:23:46+00:00,2014-01-09 08:00:00+00:00,2014-01-28 05:29:23+00:00,6.0,26,,female,irregular,2014-01-27
662397,1200.0,1200.0,Food Market,Food,"to buy more sodas, beers and mineral waters for resale.",RW,Rwanda,,RWF,161.0,2014-01-27 14:31:08+00:00,2014-01-09 08:00:00+00:00,2014-01-28 06:29:56+00:00,6.0,32,,female,irregular,2014-01-27
662387,750.0,750.0,Retail,Retail,"To buy more sugar, rice and beans to sell.",RW,Rwanda,,RWF,161.0,2014-01-27 14:02:15+00:00,2014-01-09 08:00:00+00:00,2014-01-28 05:48:26+00:00,6.0,28,,female,irregular,2014-01-27
662390,600.0,600.0,Pub,Food,To buy more beer to sell.,RW,Rwanda,,RWF,161.0,2014-01-27 14:14:34+00:00,2014-01-09 08:00:00+00:00,2014-01-28 05:10:16+00:00,6.0,17,,female,irregular,2014-01-27
662367,600.0,600.0,Food Market,Food,"To buy more sugar, flour and beans to sell.",RW,Rwanda,,RWF,161.0,2014-01-27 13:27:14+00:00,2014-01-09 08:00:00+00:00,2014-01-28 04:41:21+00:00,6.0,22,,female,irregular,2014-01-27
665833,600.0,600.0,Food Market,Food,"To buy more sugar, maize, flour and breads for sale.",RW,Rwanda,,RWF,161.0,2014-02-05 14:05:47+00:00,2014-01-10 08:00:00+00:00,2014-02-05 23:12:42+00:00,6.0,11,,female,irregular,2014-02-05
665841,900.0,900.0,Food Production/Sales,Food,to buy flour and other ingredients for making and selling porridge,RW,Rwanda,,RWF,161.0,2014-02-05 14:47:23+00:00,2014-01-17 08:00:00+00:00,2014-02-05 23:40:30+00:00,6.0,22,,female,irregular,2014-02-05
665821,450.0,450.0,Restaurant,Food,"To buy more rice, corn flour and beans for use in the restaurant.",RW,Rwanda,,RWF,161.0,2014-02-05 13:28:28+00:00,2014-01-10 08:00:00+00:00,2014-02-06 01:32:07+00:00,6.0,12,,female,irregular,2014-02-05
665830,525.0,525.0,Food Market,Food,"To buy more biscuits, rice and salts for sale.",RW,Rwanda,,RWF,161.0,2014-02-05 13:51:09+00:00,2014-01-10 08:00:00+00:00,2014-02-05 21:49:55+00:00,6.0,13,,female,irregular,2014-02-05
665853,450.0,450.0,Food Market,Food,"To buy more soaps, cooking oil and sugar for sale.",RW,Rwanda,,RWF,161.0,2014-02-05 15:16:26+00:00,2014-01-17 08:00:00+00:00,2014-02-05 22:56:33+00:00,6.0,13,,female,irregular,2014-02-05
665831,750.0,750.0,Food Market,Food,To buy more rice and beans for sale.,RW,Rwanda,,RWF,161.0,2014-02-05 13:56:34+00:00,2014-01-10 08:00:00+00:00,2014-02-05 21:24:38+00:00,6.0,29,,female,irregular,2014-02-05
665834,525.0,525.0,Food Market,Food,"To buy more milk, andazi, and sodas to sell.",RW,Rwanda,,RWF,161.0,2014-02-05 14:11:38+00:00,2014-01-10 08:00:00+00:00,2014-02-05 21:33:57+00:00,6.0,12,,female,irregular,2014-02-05
665827,525.0,525.0,Food,Food,"To buy more bread, cooking oil and soda for sale.",RW,Rwanda,,RWF,161.0,2014-02-05 13:45:00+00:00,2014-01-10 08:00:00+00:00,2014-02-06 01:32:07+00:00,6.0,10,,male,irregular,2014-02-05
665858,600.0,600.0,Food Market,Food,"To buy more tea, bread and milk for sale.",RW,Rwanda,,RWF,161.0,2014-02-05 15:22:35+00:00,2014-01-17 08:00:00+00:00,2014-02-05 23:21:09+00:00,6.0,15,,female,irregular,2014-02-05
665862,450.0,450.0,Pub,Food,To buy more beer and sodas for sale.,RW,Rwanda,,RWF,161.0,2014-02-05 15:28:33+00:00,2014-01-17 08:00:00+00:00,2014-02-05 22:53:53+00:00,6.0,10,,female,irregular,2014-02-05
665866,525.0,525.0,Fruits & Vegetables,Food,To buy more fruits and vegetables for sale.,RW,Rwanda,,RWF,161.0,2014-02-05 15:32:54+00:00,2014-01-17 08:00:00+00:00,2014-02-05 22:56:33+00:00,6.0,11,,female,irregular,2014-02-05
665840,750.0,750.0,General Store,Retail,"to buy more rice, sugar and beans to sell.",RW,Rwanda,,RWF,161.0,2014-02-05 14:40:59+00:00,2014-01-17 08:00:00+00:00,2014-02-05 23:12:42+00:00,6.0,18,,female,irregular,2014-02-05
665847,450.0,450.0,Charcoal Sales,Retail,"to purchase charcoal, salt, and bananas to sell",RW,Rwanda,,RWF,161.0,2014-02-05 15:04:50+00:00,2014-01-17 08:00:00+00:00,2014-02-05 23:12:43+00:00,6.0,10,,female,irregular,2014-02-05
665837,525.0,525.0,Pub,Food,To buy more beer to sell.,RW,Rwanda,,RWF,161.0,2014-02-05 14:34:52+00:00,2014-01-17 08:00:00+00:00,2014-02-05 21:33:57+00:00,6.0,12,,female,irregular,2014-02-05
665812,450.0,450.0,Fruits & Vegetables,Food,"to purchase carrots, cabbages, and eggplants to sell",RW,Rwanda,,RWF,161.0,2014-02-05 13:15:24+00:00,2014-01-10 08:00:00+00:00,2014-02-05 20:30:54+00:00,6.0,18,,female,irregular,2014-02-05
665844,750.0,750.0,Charcoal Sales,Retail,to buy more charcoal to sell.,RW,Rwanda,,RWF,161.0,2014-02-05 14:57:47+00:00,2014-01-17 08:00:00+00:00,2014-02-05 22:53:53+00:00,6.0,12,,male,irregular,2014-02-05
666305,450.0,450.0,Tailoring,Services,To buy more thread and fabric,RW,Rwanda,,RWF,161.0,2014-02-06 13:08:55+00:00,2014-01-16 08:00:00+00:00,2014-02-07 13:51:21+00:00,10.0,15,,female,irregular,2014-02-06
666292,450.0,450.0,Food Production/Sales,Food,"to buy more rice, beans and cooking oil for sale.",RW,Rwanda,,RWF,161.0,2014-02-06 12:55:22+00:00,2014-01-16 08:00:00+00:00,2014-02-07 14:22:20+00:00,10.0,17,,female,irregular,2014-02-06
666311,750.0,750.0,Animal Sales,Agriculture,to buy more animals to sell such as cows and goats,RW,Rwanda,,RWF,161.0,2014-02-06 13:34:12+00:00,2014-01-16 08:00:00+00:00,2014-02-07 15:44:43+00:00,10.0,27,,female,irregular,2014-02-06
666315,600.0,600.0,Charcoal Sales,Retail,To buy more charcoal to sell,RW,Rwanda,,RWF,161.0,2014-02-06 13:38:52+00:00,2014-01-16 08:00:00+00:00,2014-02-08 20:14:30+00:00,10.0,18,,female,irregular,2014-02-06
666317,1200.0,1200.0,Grocery Store,Food,"To buy more rice, sugar, beans and soap to sell",RW,Rwanda,,RWF,161.0,2014-02-06 14:01:42+00:00,2014-01-22 08:00:00+00:00,2014-02-07 07:32:18+00:00,6.0,26,,female,irregular,2014-02-06
666307,525.0,525.0,Fruits & Vegetables,Food,"To buy more potatoes, bananas and sweet potatoes to sell",RW,Rwanda,,RWF,161.0,2014-02-06 13:18:34+00:00,2014-01-16 08:00:00+00:00,2014-02-07 11:12:20+00:00,10.0,16,,female,irregular,2014-02-06
666279,450.0,450.0,Clothing,Clothing,To buy more fabrics for sale.,RW,Rwanda,,RWF,161.0,2014-02-06 12:39:41+00:00,2014-01-22 08:00:00+00:00,2014-02-07 04:07:01+00:00,6.0,15,,male,irregular,2014-02-06
666299,600.0,600.0,General Store,Retail,"To buy more sugar, maize flour, and soap for sale.",RW,Rwanda,,RWF,161.0,2014-02-06 12:59:54+00:00,2014-01-16 08:00:00+00:00,2014-02-07 17:35:53+00:00,10.0,23,volunteer_pick,female,irregular,2014-02-06
666319,600.0,600.0,General Store,Retail,"To buy more retail items such as sugar, soap, rice and beans for sale.",RW,Rwanda,,RWF,161.0,2014-02-06 14:11:16+00:00,2014-01-22 08:00:00+00:00,2014-02-07 19:50:44+00:00,6.0,5,,female,irregular,2014-02-06
